bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,lat,long,sqft_living15,sqft_lot15,l1area,l2area,l3area,yearsstand,yearsrenovated
4,2.5,2650,8685,2,0,0,3,9,2650,0,47.344,-122.269,2650,7932,11335,10582,2650,13,13
3,2,1660,13085,1,0,0,3,7,1010,650,47.3298,-122.277,1660,7778,14745,9438,1660,34,34
3,1,920,14400,1,0,0,4,7,920,0,47.2816,-122.269,1170,9600,15320,10770,920,42,42
4,2.5,1847,8000,2,0,0,3,7,1847,0,47.2874,-122.257,1767,8000,9847,9767,1847,11,11
3,1,910,7194,1,0,0,4,7,910,0,47.3337,-122.275,1530,7200,8104,8730,910,48,48
3,2.25,2120,14915,1,0,0,3,9,1720,400,47.3524,-122.285,2320,13100,17035,15420,2120,40,40
3,1.5,1390,7417,1,0,0,3,7,1390,0,47.3369,-122.275,1390,7665,8807,9055,1390,52,52
4,1,1610,24000,1,0,0,3,6,1610,0,47.2751,-122.252,1270,9600,25610,10870,1610,72,72
4,2.5,2717,4513,2,0,0,3,8,2717,0,47.3373,-122.266,2550,4841,7230,7391,2717,14,14
3,1,1900,33888,1,0,0,4,5,1900,0,47.2738,-122.271,1430,19200,35788,20630,1900,77,77
4,2.5,3230,16171,2,0,3,3,9,2520,710,47.3183,-122.253,2640,8517,19401,11157,3230,18,18
3,2,1430,10850,1,0,0,3,7,1430,0,47.2671,-122.233,1610,8015,12280,9625,1430,25,25
4,2.5,1960,7875,1,0,0,3,7,1220,740,47.3427,-122.274,2030,7650,9835,9680,1960,41,41
3,2.5,2495,4400,2,0,0,3,8,2495,0,47.2877,-122.283,2434,4400,6895,6834,2495,12,12
3,1.5,1360,7488,1,0,0,4,7,1050,310,47.3314,-122.275,1580,7508,8848,9088,1360,44,44
3,1.5,1660,15600,2,0,0,3,7,1660,0,47.2589,-122.279,1660,14400,17260,16060,1660,38,38
4,2.5,2550,7555,2,0,0,3,8,2550,0,47.2614,-122.29,2550,6800,10105,9350,2550,18,18
4,2.75,2260,4440,2,0,0,3,7,2260,0,47.3507,-122.291,2260,4563,6700,6823,2260,5,5
3,2.5,1600,6848,2,0,0,3,7,1600,0,47.3303,-122.271,1700,7210,8448,8910,1600,19,19
4,2.5,2080,9846,1,0,0,3,7,1240,840,47.3338,-122.268,1890,7977,11926,9867,2080,35,35
3,1,1660,7210,1,0,0,3,7,1100,560,47.3394,-122.281,1660,7245,8870,8905,1660,56,56
3,1.5,1200,12000,1,0,0,3,7,1200,0,47.268,-122.245,1200,9405,13200,10605,1200,33,33
4,2,1670,9987,1,0,0,3,7,1670,0,47.3406,-122.284,1640,7280,11657,8920,1670,52,52
4,2.5,1954,5075,2,0,0,3,8,1954,0,47.2606,-122.253,1934,5000,7029,6934,1954,12,12
4,2.5,2240,4648,2,0,0,3,7,2240,0,47.3378,-122.257,2221,4557,6888,6778,2240,14,14
3,2.5,2714,17936,2,0,0,3,9,2714,0,47.3185,-122.275,2590,18386,20650,20976,2714,14,14
3,1,910,7686,1,0,0,3,7,910,0,47.3405,-122.288,1020,7686,8596,8706,910,50,50
2,1.75,2056,52333,1,0,0,4,7,1048,1008,47.2592,-122.291,2220,6458,54389,8678,2056,39,39
3,1,1150,19200,1,0,0,4,5,1150,0,47.2756,-122.27,1290,19200,20350,20490,1150,111,111
5,3,3720,25474,2,0,4,3,9,2090,1630,47.3296,-122.256,1870,14547,29194,16417,3720,33,33
3,2.25,1820,19602,1,0,0,4,7,1820,0,47.331,-122.286,1520,8773,21422,10293,1820,55,55
3,1.75,1370,8006,2,0,0,3,7,1370,0,47.258,-122.252,1530,8006,9376,9536,1370,29,29
3,1.75,1250,8084,1,0,0,4,7,1250,0,47.3364,-122.276,1340,7680,9334,9020,1250,52,52
4,1.5,2050,7100,1,0,0,3,7,1050,1000,47.3395,-122.28,1950,7350,9150,9300,2050,56,56
3,1.75,2710,9088,1,0,0,4,7,2060,650,47.3073,-122.272,1690,10454,11798,12144,2710,54,54
4,2,1450,7560,1,0,0,3,7,1450,0,47.3375,-122.276,1430,7560,9010,8990,1450,52,52
4,2.5,2502,8306,2,0,0,3,9,2502,0,47.2953,-122.265,2597,6983,10808,9580,2502,6,6
3,2.25,1590,11745,1,0,0,3,7,1090,500,47.3553,-122.28,1540,12530,13335,14070,1590,41,41
3,1,1070,6164,1,0,0,3,7,1070,0,47.3377,-122.291,1320,7920,7234,9240,1070,52,52
4,2.5,2068,7242,2,0,0,4,7,2068,0,47.3318,-122.281,1560,7524,9310,9084,2068,43,43
3,2.5,1770,8640,1,0,0,3,7,1420,350,47.326,-122.273,1894,7974,10410,9868,1770,33,33
3,2,2740,23505,2,0,4,3,10,2740,0,47.319,-122.26,2800,16400,26245,19200,2740,31,31
5,2.5,2780,9652,1,0,0,4,8,1390,1390,47.3444,-122.271,1790,9652,12432,11442,2780,52,52
4,1,1340,7920,1,0,0,4,7,1340,0,47.2845,-122.267,1090,9600,9260,10690,1340,49,49
3,1,1010,9576,1,0,0,4,7,1010,0,47.2956,-122.272,1540,9576,10586,11116,1010,52,52
3,1,1390,16000,1,0,0,4,6,1390,0,47.2898,-122.251,1420,10000,17390,11420,1390,59,59
3,1.75,1230,12000,1,0,0,3,6,1230,0,47.2878,-122.251,1550,12000,13230,13550,1230,49,49
2,1,1730,9610,1,0,0,3,7,1380,350,47.2956,-122.285,1310,9812,11340,11122,1730,57,57
3,1.75,3160,76230,1,0,0,4,8,2160,1000,47.274,-122.287,1990,45789,79390,47779,3160,41,41
3,1.75,1690,7735,1,0,0,4,7,1060,630,47.3324,-122.28,1580,7503,9425,9083,1690,43,43
3,2.5,1570,5113,1,0,0,3,7,1090,480,47.3327,-122.29,1570,5150,6683,6720,1570,23,23
5,2.5,2025,7760,2,0,0,3,7,2025,0,47.2671,-122.256,1664,9000,9785,10664,2025,12,12
4,2.25,1700,7056,2,0,0,3,7,1700,0,47.3385,-122.262,1650,6025,8756,7675,1700,20,20
3,2.25,1630,10969,2,0,0,3,7,1630,0,47.3305,-122.285,1410,7920,12599,9330,1630,28,28
3,2.25,1560,8280,2,0,0,4,7,1560,0,47.3393,-122.259,1920,8120,9840,10040,1560,40,40
5,1.75,1798,11232,1,0,0,3,7,1798,0,47.3266,-122.291,1300,15582,13030,16882,1798,52,52
3,1.75,2240,9200,1,0,0,4,7,1440,800,47.2635,-122.284,1740,9600,11440,11340,2240,51,51
3,2.75,1900,16117,1,0,0,4,7,1900,0,47.3144,-122.278,1640,19166,18017,20806,1900,61,61
4,2.75,2060,7350,1,0,0,3,7,1210,850,47.3424,-122.275,1940,7420,9410,9360,2060,41,41
3,1,940,10890,1,0,0,4,5,940,0,47.2763,-122.257,1370,10255,11830,11625,940,110,110
4,2.5,2620,5457,2,0,0,3,8,2620,0,47.3148,-122.27,2740,5816,8077,8556,2620,16,16
3,1.75,1490,10125,1,0,0,4,7,1490,0,47.3075,-122.284,2488,4981,11615,7469,1490,57,57
3,2.25,2070,11576,2,0,0,3,7,2070,0,47.3417,-122.271,1890,7519,13646,9409,2070,45,45
3,2.5,2650,12247,2,0,0,3,9,2650,0,47.3185,-122.259,2920,8965,14897,11885,2650,17,17
3,2,1400,9177,1,0,0,3,7,1400,0,47.3415,-122.272,2020,8547,10577,10567,1400,45,45
3,1,1220,9600,1,0,0,5,7,1220,0,47.2622,-122.282,1310,9600,10820,10910,1220,61,61
1,1,1120,17332,1,0,0,3,7,1120,0,47.2972,-122.267,1280,17334,18452,18614,1120,31,31
3,1,1150,8000,1,0,0,4,6,1150,0,47.2749,-122.252,1170,9600,9150,10770,1150,106,58
4,2,1360,60548,1,0,0,3,6,960,400,47.2718,-122.265,1930,28800,61908,30730,1360,59,59
4,2.25,1730,8400,1,0,0,3,7,1730,0,47.3386,-122.288,1550,7920,10130,9470,1730,57,57
4,2.5,1252,25002,1,0,0,3,8,992,260,47.3216,-122.291,1860,25002,26254,26862,1252,23,23
5,1.75,2320,7700,1,0,0,5,7,1290,1030,47.3426,-122.285,1740,7210,10020,8950,2320,57,57
4,2.5,2940,9172,2,0,0,3,9,2940,0,47.3444,-122.269,2660,7955,12112,10615,2940,13,13
4,2.25,2560,8927,1,0,0,3,7,1790,770,47.34,-122.271,1920,9669,11487,11589,2560,43,43
4,2.75,3230,12651,2,0,0,4,8,3230,0,47.3157,-122.251,2550,12081,15881,14631,3230,17,17
3,2.25,2190,8834,1,0,0,3,7,1390,800,47.2633,-122.244,1490,8766,11024,10256,2190,32,32
3,1.5,1100,33600,1,0,0,3,7,1100,0,47.3185,-122.29,1570,32700,34700,34270,1100,52,52
2,1,840,6480,1,0,0,4,5,840,0,47.264,-122.258,1100,7300,7320,8400,840,65,65
4,1,1220,8075,1,0,0,2,7,890,330,47.3341,-122.282,1290,7800,9295,9090,1220,50,50
1,2,1150,9812,1,0,0,4,7,1150,0,47.2951,-122.284,1200,9812,10962,11012,1150,57,57
4,2.5,2632,4117,2,0,0,3,8,2632,0,47.3428,-122.278,2040,5195,6749,7235,2632,6,6
3,1,1310,9612,1,0,0,3,7,960,350,47.2958,-122.285,1310,9812,10922,11122,1310,57,57
3,2,1050,18304,1,0,0,4,7,1050,0,47.3206,-122.269,1690,15675,19354,17365,1050,66,66
2,1.75,1894,52769,1,0,0,4,6,1520,374,47.3088,-122.273,1820,50529,54663,52349,1894,83,83
3,2.5,1930,4000,2,0,0,3,8,1930,0,47.3518,-122.275,2050,4000,5930,6050,1930,5,5
4,2.5,1767,4500,2,0,0,3,8,1767,0,47.2607,-122.25,1949,4636,6267,6585,1767,13,13
4,1.75,1300,21000,1,0,0,4,7,1300,0,47.3067,-122.285,2120,9920,22300,12040,1300,50,50
4,2.5,1700,4268,2,0,0,3,7,1700,0,47.3303,-122.268,1700,4488,5968,6188,1700,19,19
4,2.25,1500,5393,2,0,0,3,7,1500,0,47.3378,-122.262,1500,5952,6893,7452,1500,20,20
3,1,980,9135,1,0,0,3,7,980,0,47.3496,-122.289,1780,9135,10115,10915,980,64,64
4,2.25,1500,5393,2,0,0,3,7,1500,0,47.3378,-122.263,1700,5917,6893,7617,1500,20,20
3,2.5,1940,10350,1,0,0,3,7,1420,520,47.3385,-122.256,1810,7800,12290,9610,1940,40,40
3,2,1380,7476,1,0,0,3,7,1380,0,47.3336,-122.272,1600,7227,8856,8827,1380,30,30
3,1.75,1290,8250,1,0,0,3,7,1290,0,47.3353,-122.27,1410,7823,9540,9233,1290,36,36
3,2,2250,7904,1,0,0,3,8,2250,0,47.3165,-122.252,2460,8622,10154,11082,2250,21,21
3,2,1440,10111,1,0,0,3,7,1440,0,47.345,-122.283,1580,10200,11551,11780,1440,56,56
3,1.75,1380,14000,1,0,0,4,5,1380,0,47.294,-122.281,1490,18503,15380,19993,1380,80,57
4,2.75,1560,8820,1,0,3,3,7,1060,500,47.3382,-122.257,2140,7800,10380,9940,1560,40,40
3,1.75,1880,30346,1,0,0,3,8,1880,0,47.3515,-122.291,2260,5883,32226,8143,1880,31,31
3,2,1050,18304,1,0,0,4,7,1050,0,47.3206,-122.269,1690,15675,19354,17365,1050,66,66
3,2.25,2520,78408,2,0,0,3,9,2520,0,47.3514,-122.279,1490,29972,80928,31462,2520,31,31
3,1,1250,7820,1,0,0,3,7,1250,0,47.3397,-122.291,1300,7920,9070,9220,1250,52,52
3,2.5,1720,6847,2,0,0,3,7,1720,0,47.3266,-122.272,1610,7790,8567,9400,1720,32,32
2,1,1780,81021,1,0,3,4,9,1780,0,47.2712,-122.265,1780,26723,82801,28503,1780,65,65
3,1.75,1780,35233,1,0,0,4,8,1420,360,47.2949,-122.269,1950,17334,37013,19284,1780,40,40
3,1,1310,9554,1,0,0,3,7,960,350,47.2949,-122.285,1310,9845,10864,11155,1310,57,57
4,2.5,2650,9301,2,0,0,3,9,2650,0,47.3477,-122.271,2730,8688,11951,11418,2650,18,18
3,1,1730,7210,1,0,0,3,7,1430,300,47.3404,-122.28,1820,7210,8940,9030,1730,56,56
3,2,1510,9153,1,0,0,4,7,1510,0,47.3412,-122.273,1780,9286,10663,11066,1510,45,45
3,2,1760,9282,1,0,0,5,7,1100,660,47.3413,-122.29,1730,7500,11042,9230,1760,72,72
3,1.75,1450,12125,1,0,0,4,7,1450,0,47.3575,-122.28,1210,12125,13575,13335,1450,38,38
3,1.75,1910,17003,1,0,0,4,8,1910,0,47.3095,-122.283,1820,14806,18913,16626,1910,56,56
4,3,2050,4000,2,0,0,3,8,2050,0,47.3523,-122.275,2050,4000,6050,6050,2050,5,5
3,1,1370,10708,1,0,0,3,7,1370,0,47.2769,-122.264,1770,14482,12078,16252,1370,50,50
3,2,1410,10248,1,0,0,3,7,1410,0,47.3315,-122.265,2090,9414,11658,11504,1410,34,34
4,3.5,2796,3520,2,0,0,3,8,2796,0,47.3427,-122.278,2040,5195,6316,7235,2796,6,6
4,2.5,2163,5882,2,0,0,3,7,2163,0,47.2736,-122.251,1760,9600,8045,11360,2163,13,13
3,1.5,1810,14400,1,0,0,4,7,1810,0,47.2887,-122.269,1710,12000,16210,13710,1810,65,65
3,2,1824,7120,1,0,0,3,9,1824,0,47.3457,-122.27,2409,6264,8944,8673,1824,9,9
4,2.5,3118,7866,2,0,2,3,9,3118,0,47.2931,-122.264,2673,6500,10984,9173,3118,5,5
4,2.5,1840,13493,2,0,0,3,7,1840,0,47.2649,-122.242,1430,11463,15333,12893,1840,25,25
3,1.75,2170,10018,1,0,0,4,7,1630,540,47.3087,-122.264,2049,15263,12188,17312,2170,41,41
3,1.5,1560,7300,1,0,0,4,7,1040,520,47.3427,-122.281,1460,7910,8860,9370,1560,55,55
4,2.5,2390,7056,2,0,0,3,9,2390,0,47.3385,-122.264,2590,7801,9446,10391,2390,29,29
4,2.5,2575,4725,2,0,0,3,8,2575,0,47.3058,-122.277,2575,5323,7300,7898,2575,8,8
2,1.5,1320,73600,1,0,0,3,7,1320,0,47.2755,-122.271,1320,33600,74920,34920,1320,26,26
3,2.5,2280,7417,2,0,0,3,8,2280,0,47.3557,-122.278,2370,6443,9697,8813,2280,21,21
4,2.5,1820,8217,1,0,0,3,7,1120,700,47.263,-122.242,1310,8217,10037,9527,1820,32,32
3,2,2030,24829,1,0,0,4,7,1220,810,47.2718,-122.291,1980,15204,26859,17184,2030,40,40
4,2.75,2240,7200,1,0,0,3,7,1140,1100,47.3357,-122.275,1580,7416,9440,8996,2240,52,52
3,2,1730,12821,1,0,0,3,8,1730,0,47.353,-122.272,1980,11336,14551,13316,1730,25,25
6,1.5,2140,36509,1,0,0,4,8,2140,0,47.2668,-122.252,1710,12000,38649,13710,2140,116,35
4,1.5,1550,19800,1,0,0,4,7,1050,500,47.3117,-122.27,1640,22654,21350,24294,1550,50,50
4,2.5,2480,8626,2,0,0,3,10,2480,0,47.3185,-122.262,2990,9033,11106,12023,2480,18,18
4,2,2370,76665,2,0,0,4,8,2370,0,47.2831,-122.279,2110,19334,79035,21444,2370,41,41
4,1.75,1880,9600,1,0,0,5,7,1020,860,47.2633,-122.281,1560,14400,11480,15960,1880,73,73
2,1,1960,186872,1,0,0,4,6,1960,0,47.2681,-122.267,1650,19200,188832,20850,1960,83,83
4,2.5,2846,85377,1,0,0,3,8,1976,870,47.317,-122.281,1696,57934,88223,59630,2846,19,19
2,1.75,1220,15600,1,0,0,3,6,1220,0,47.2853,-122.265,1510,17818,16820,19328,1220,47,47
3,1.75,1230,13056,1,0,0,4,7,1230,0,47.3171,-122.279,1690,15750,14286,17440,1230,57,57
0,0,844,4269,1,0,0,4,7,844,0,47.2781,-122.25,1380,9600,5113,10980,844,106,106
3,1,990,7420,1,0,0,5,6,990,0,47.2898,-122.221,1010,7420,8410,8430,990,59,59
6,3,2400,9373,2,0,0,3,7,2400,0,47.3262,-122.214,2060,7316,11773,9376,2400,28,28
6,3,2400,9373,2,0,0,3,7,2400,0,47.3262,-122.214,2060,7316,11773,9376,2400,28,28
3,2,1490,7929,1,0,0,3,7,1490,0,47.2875,-122.218,1650,7929,9419,9579,1490,30,30
4,2.75,1990,7252,1,0,0,3,7,1270,720,47.2839,-122.202,2100,7535,9242,9635,1990,20,20
3,2.25,1584,2800,2,0,0,3,7,1584,0,47.3454,-122.214,1584,2800,4384,4384,1584,7,7
3,2,1470,20000,1,0,0,4,7,1470,0,47.2973,-122.08,1390,30056,21470,31446,1470,51,51
3,1.5,1070,6601,1,0,0,3,6,1070,0,47.3115,-122.209,1030,6614,7671,7644,1070,34,34
4,1.75,1500,12560,1,0,0,4,7,1000,500,47.2918,-122.197,1700,9020,14060,10720,1500,42,42
3,1,1010,8800,1,0,0,4,7,1010,0,47.2761,-122.208,1550,7700,9810,9250,1010,51,51
4,3,2300,7609,2,0,0,4,7,2300,0,47.2943,-122.227,940,5937,9909,6877,2300,43,43
5,2,2250,5472,1,0,0,5,7,1750,500,47.3065,-122.219,1540,5472,7722,7012,2250,89,89
6,3,2744,9926,2,0,0,3,7,2744,0,47.2773,-122.216,2470,9926,12670,12396,2744,13,13
3,1,990,7520,1,0,0,4,7,990,0,47.285,-122.207,990,7440,8510,8430,990,61,61
3,2,1850,8250,1,0,0,4,7,1150,700,47.3066,-122.209,1580,7153,10100,8733,1850,67,67
3,2.25,1481,2820,2,0,0,3,7,1481,0,47.3457,-122.217,1481,3028,4301,4509,1481,7,7
2,1,1000,4179,1,0,0,5,5,1000,0,47.297,-122.227,1010,6327,5179,7337,1000,105,105
3,1.5,1280,4366,2,0,0,4,6,1280,0,47.335,-122.215,1280,4366,5646,5646,1280,34,34
3,1,990,10800,1,0,0,4,6,990,0,47.293,-122.215,1060,10364,11790,11424,990,60,60
4,2.75,2475,4000,2,0,0,3,7,2475,0,47.3452,-122.209,2475,4000,6475,6475,2475,5,5
3,1,900,8100,1,0,0,4,6,900,0,47.2866,-122.221,1000,7830,9000,8830,900,60,60
5,1.75,2030,10200,1,0,0,4,7,2030,0,47.2867,-122.209,1760,11550,12230,13310,2030,61,61
3,1,1010,8581,1,0,0,4,6,1010,0,47.3043,-122.216,1060,10354,9591,11414,1010,99,99
3,2,1640,5280,1,0,0,5,6,1640,0,47.3089,-122.213,1160,7875,6920,9035,1640,109,109
4,1,1230,8636,1,0,0,4,6,1230,0,47.3231,-122.219,1168,8316,9866,9484,1230,65,65
3,1,1510,8760,1,0,0,4,6,1510,0,47.3015,-122.216,1040,7828,10270,8868,1510,73,73
3,1.75,1330,6301,1,0,0,3,7,1330,0,47.3411,-122.219,1330,6144,7631,7474,1330,21,21
4,2,2460,5921,1,0,0,4,7,1230,1230,47.308,-122.209,1260,6648,8381,7908,2460,71,71
3,2,1540,8316,1,0,0,5,6,1540,0,47.323,-122.216,1250,8316,9856,9566,1540,65,65
3,1,1230,6000,1,0,0,4,7,1230,0,47.3256,-122.209,1240,6000,7230,7240,1230,52,52
3,1.75,1930,7267,1,0,0,4,7,1330,600,47.3217,-122.205,1600,7698,9197,9298,1930,42,42
4,3,2390,7309,2,0,0,4,7,2390,0,47.294,-122.218,930,7308,9699,8238,2390,75,33
3,1,1150,4800,1,0,0,4,6,1150,0,47.3101,-122.212,1310,9510,5950,10820,1150,81,81
3,2.25,2120,13090,1,0,0,3,8,2120,0,47.296,-122.219,1400,12039,15210,13439,2120,22,22
4,1.75,1700,6000,1,0,0,3,7,1700,0,47.3252,-122.208,1280,6000,7700,7280,1700,52,52
4,2.75,2475,4000,2,0,0,3,7,2475,0,47.345,-122.209,2475,4000,6475,6475,2475,5,5
3,2.5,2099,4275,2,0,0,3,7,2099,0,47.3521,-122.211,2099,4275,6374,6374,2099,9,9
5,1.75,1970,8925,1,0,0,5,7,1170,800,47.2925,-122.196,1910,8025,10895,9935,1970,42,42
3,2.25,1640,6044,2,0,0,3,7,1640,0,47.2844,-122.205,1600,7418,7684,9018,1640,23,23
4,2.25,2460,11250,1,0,0,4,8,2460,0,47.3182,-122.212,1630,10216,13710,11846,2460,60,60
3,1,920,7314,1,0,0,3,6,920,0,47.2892,-122.22,1010,7420,8234,8430,920,59,59
1,1,1080,3230,1,0,0,3,6,1080,0,47.3075,-122.217,1210,5760,4310,6970,1080,56,56
5,1.75,2140,12058,1,0,0,4,8,2140,0,47.3167,-122.214,1640,10125,14198,11765,2140,68,68
5,2.5,2630,8470,1,0,0,4,8,2630,0,47.2863,-122.196,1780,8575,11100,10355,2630,51,51
4,2.5,1788,10183,2,0,0,4,7,1788,0,47.2883,-122.218,1700,6600,11971,8300,1788,29,29
3,1,920,7314,1,0,0,3,6,920,0,47.2892,-122.22,1010,7420,8234,8430,920,59,59
3,1.75,1310,7314,1,0,0,5,6,1310,0,47.2888,-122.221,1010,7314,8624,8324,1310,59,59
